,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
80,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,79.35,79.35,1
81,1,0,1,1,11,0,0,0,1,0,0,0,1,0,0,0,0,50.55,565.35,0
82,1,0,1,0,7,1,0,1,0,0,1,0,0,1,0,1,2,75.15,496.9,1
83,1,0,0,0,42,1,0,1,0,1,1,1,1,1,0,1,2,103.8,4327.5,1
84,1,0,1,0,49,1,0,2,0,0,0,0,0,1,2,1,2,20.15,973.35,1
85,0,0,0,0,9,1,1,1,0,1,0,0,1,1,0,1,3,99.3,918.75,1
86,1,0,1,0,35,1,0,0,1,0,0,0,1,1,1,1,2,62.15,2215.45,1
87,1,0,1,1,48,1,0,2,0,0,0,0,0,0,2,0,2,20.65,1057.0,0
88,1,0,1,1,46,1,0,2,0,0,0,0,0,1,2,1,1,19.95,927.1,1
89,0,0,1,0,29,0,0,0,0,0,0,0,1,0,0,0,1,33.75,1009.25,0
90,0,0,1,1,30,1,0,1,0,1,1,0,0,0,0,0,2,82.05,2570.2,0
91,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,74.7,74.7,0
92,0,0,1,1,66,1,1,0,1,0,1,1,1,1,2,1,1,84.0,5714.25,1
93,1,0,0,0,65,1,1,1,1,1,1,0,1,1,0,1,3,111.05,7107.0,1
94,0,0,0,0,72,1,1,1,0,1,1,0,1,1,2,1,2,100.9,7459.05,1
95,1,0,0,0,12,1,1,1,1,0,0,0,0,1,0,1,0,78.95,927.35,1
96,0,0,1,1,71,1,1,0,1,1,0,1,0,1,1,1,3,66.85,4748.7,1
97,0,0,0,0,5,1,0,2,0,0,0,0,0,0,0,0,1,21.05,113.85,0
98,0,0,0,0,52,1,0,2,0,0,0,0,0,0,2,0,2,21.0,1107.2,0
99,1,1,1,0,25,1,0,1,0,1,1,0,1,1,0,1,0,98.5,2514.5,1
100,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,20.2,20.2,0
101,1,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,19.45,19.45,0
102,0,0,0,0,38,1,1,1,0,0,1,1,1,0,1,0,2,95.0,3605.6,0
103,1,1,1,0,66,0,0,0,0,1,1,0,1,0,1,0,2,45.55,3027.25,0
104,0,0,1,0,68,1,1,1,0,1,1,1,1,1,2,1,2,110.0,7611.85,1
105,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,24.3,100.2,0
106,1,0,1,1,72,1,1,1,1,1,0,0,1,1,1,1,0,104.15,7303.05,1
107,1,0,0,0,32,0,0,0,1,0,0,0,0,0,1,0,1,30.15,927.65,0
108,0,0,0,0,43,1,1,1,0,0,0,0,1,0,1,0,1,94.35,3921.3,0
109,0,0,1,1,72,1,0,2,0,0,0,0,0,0,2,0,3,19.4,1363.25,0
110,0,0,1,0,55,1,1,1,1,1,0,0,1,1,0,1,0,96.75,5238.9,1
111,1,0,0,0,52,1,0,0,1,0,1,1,0,0,1,0,3,57.95,3042.25,0
112,1,0,0,0,43,1,0,1,0,1,1,0,1,1,0,1,0,91.65,3954.1,1
113,1,1,1,0,37,1,1,1,0,0,0,0,0,1,0,1,0,76.5,2868.15,1
114,1,0,1,1,64,0,0,0,0,1,0,1,1,1,2,1,0,54.6,3423.5,1
115,0,0,1,1,3,1,0,1,1,1,0,0,1,0,0,0,0,89.85,248.4,0
116,1,0,0,0,36,0,0,0,1,0,0,0,0,0,2,0,2,31.05,1126.35,0
117,1,0,1,1,10,1,1,1,1,0,0,0,1,1,0,1,0,100.25,1064.65,1
118,1,0,0,0,41,1,0,2,0,0,0,0,0,0,2,0,1,20.65,835.15,0
119,0,0,1,1,27,1,1,1,0,1,0,1,0,1,0,1,3,85.2,2151.6,1
120,1,0,1,1,56,1,1,1,0,0,1,0,1,1,1,1,3,99.8,5515.45,1
121,1,0,0,0,6,1,0,2,0,0,0,0,0,0,0,0,1,20.7,112.75,0
122,0,0,0,0,3,1,1,1,0,0,0,0,0,1,0,1,0,74.4,229.55,1
123,1,0,1,1,7,1,0,0,1,0,0,0,0,0,0,0,1,50.7,350.35,0
124,1,0,1,1,4,1,0,2,0,0,0,0,0,0,0,0,1,20.85,62.9,0
125,0,0,0,0,33,1,0,1,1,0,0,1,1,1,2,1,0,88.95,3027.65,1
126,1,1,0,0,27,1,1,1,0,0,1,0,0,1,0,1,0,78.05,2135.5,1
127,0,0,1,0,72,1,1,2,0,0,0,0,0,1,2,1,2,23.55,1723.95,1
128,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,19.75,19.75,0
129,0,1,0,0,71,0,0,0,1,1,0,0,1,1,1,1,0,56.45,3985.35,1
130,1,0,0,0,13,1,1,1,0,0,0,0,0,1,0,1,0,85.95,1215.65,1
131,1,0,1,1,25,0,0,0,1,1,1,0,1,1,0,1,3,58.6,1502.65,1
132,0,0,0,0,67,1,0,0,0,0,0,1,0,0,2,0,2,50.55,3260.1,0
133,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,35.45,35.45,1
134,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,44.35,81.25,0
135,1,0,0,0,43,1,1,2,0,0,0,0,0,1,2,1,3,25.7,1188.2,1
136,1,0,0,0,23,1,0,1,1,0,0,0,0,1,0,1,2,75.0,1778.5,1
137,1,0,1,1,64,1,0,2,0,0,0,0,0,0,2,0,1,20.2,1277.75,0
138,0,0,0,1,57,1,0,2,0,0,0,0,0,1,2,1,1,19.6,1170.55,1
139,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,70.45,70.45,1
140,1,1,1,1,72,1,1,0,1,1,1,1,1,1,2,1,3,88.05,6425.65,1
141,1,0,0,0,8,1,1,0,1,0,0,1,0,0,0,0,0,71.15,563.65,0
142,1,0,1,0,61,1,1,1,0,1,0,0,1,1,2,1,2,101.05,5971.25,1
143,0,0,0,0,64,1,1,1,1,1,0,0,0,1,1,1,3,84.3,5289.05,1
144,0,1,1,0,71,1,1,2,0,0,0,0,0,0,2,0,2,23.95,1756.2,0
145,1,0,1,1,65,1,1,1,1,1,0,1,1,1,2,1,3,99.05,6416.7,1
146,0,0,0,0,3,1,0,2,0,0,0,0,0,0,1,0,1,19.6,61.35,0
147,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,45.65,45.65,1
148,0,0,0,1,30,1,0,0,0,1,1,0,1,0,1,0,3,64.5,1929.95,0
149,0,0,1,1,15,1,0,0,0,1,1,1,0,1,0,1,1,69.5,1071.4,1
150,1,0,1,1,8,1,0,0,0,0,0,1,1,1,0,1,0,68.55,564.35,1
151,0,0,0,0,7,1,1,1,0,0,0,0,1,0,0,0,1,95.0,655.5,0
152,1,0,1,1,70,1,1,1,1,1,1,0,1,1,1,1,3,108.15,7930.55,1
153,0,0,1,1,62,1,0,0,1,1,1,1,1,0,2,0,0,86.1,5215.25,0
154,1,0,1,1,6,1,0,2,0,0,0,0,0,0,0,0,1,19.7,113.5,0
155,1,0,1,1,14,1,0,1,0,0,0,0,0,1,0,1,2,80.9,1152.8,1
156,1,0,0,0,22,1,1,1,0,0,0,0,1,1,0,1,2,84.15,1821.95,1
157,0,0,1,1,22,1,0,2,0,0,0,0,0,0,1,0,1,20.15,419.9,0
158,0,0,1,1,16,1,0,0,1,0,1,0,1,0,2,0,1,64.25,1024.0,0
159,0,0,0,0,10,1,1,2,0,0,0,0,0,0,2,0,2,25.7,251.6,0
160,1,0,0,1,13,1,0,0,1,1,0,0,0,1,0,1,0,56.0,764.55,1
161,1,0,1,0,20,1,1,1,1,0,0,0,0,0,0,0,0,82.4,1592.35,0
162,1,0,0,0,2,1,0,1,0,0,0,0,0,1,0,1,0,69.7,135.2,1
163,0,0,0,0,53,1,1,0,0,1,1,1,0,1,2,1,2,73.9,3958.25,1
164,1,0,1,1,11,1,0,2,0,0,0,0,0,0,1,0,1,20.6,233.9,0
165,0,0,1,0,69,1,0,2,0,0,0,0,0,0,2,0,1,19.9,1363.45,0
166,1,0,0,0,4,1,0,1,0,0,0,0,0,1,0,1,2,70.9,273.0,1
167,0,0,1,0,72,1,1,0,1,1,1,1,1,1,2,1,2,89.05,6254.45,1
168,0,1,1,0,58,0,0,0,0,1,1,0,0,1,0,1,0,45.3,2651.2,1
169,1,0,1,1,16,1,0,2,0,0,0,0,0,0,0,0,0,20.4,321.4,0
170,0,0,1,0,43,1,0,1,1,0,1,1,0,1,1,1,2,84.25,3539.25,1
171,1,0,1,0,2,1,1,1,0,0,1,1,1,1,0,1,0,104.4,242.8,1
172,0,0,1,0,14,1,0,0,0,1,1,1,1,0,2,0,1,81.95,1181.75,0
173,1,0,1,0,53,1,0,1,0,0,1,0,1,1,1,1,2,94.85,5000.2,1
174,1,0,0,0,32,1,0,2,0,0,0,0,0,0,1,0,2,20.55,654.55,0
175,1,0,1,0,34,1,1,2,0,0,0,0,0,0,0,0,0,24.7,780.2,0
176,1,1,0,0,15,1,1,1,0,0,0,0,0,1,0,1,1,74.45,1145.7,1
177,1,1,0,0,7,1,0,1,1,0,0,0,0,0,0,0,2,76.45,503.6,0
178,1,0,1,1,15,1,1,1,0,1,1,0,1,1,0,1,2,105.35,1559.25,1
179,0,0,1,0,61,1,0,2,0,0,0,0,0,1,1,1,3,20.55,1252.0,1
180,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,29.95,29.95,0
181,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,45.3,45.3,0
182,0,0,0,0,8,1,1,1,0,0,0,0,0,0,0,0,2,84.5,662.65,0
183,0,0,1,1,33,1,0,0,1,0,1,0,1,0,1,0,3,74.75,2453.3,0
184,1,0,0,0,13,1,0,1,0,1,1,0,0,1,0,1,0,79.25,1111.65,1
185,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,24.8,24.8,1
186,0,0,0,0,20,1,0,0,0,1,0,0,0,1,0,1,1,51.8,1023.85,1
187,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,30.4,82.15,0
188,1,0,0,0,13,1,0,2,0,0,0,0,0,0,1,0,0,19.65,244.8,0
189,1,0,1,0,40,1,1,0,0,1,0,0,0,0,0,0,3,56.6,2379.1,0
190,0,0,1,1,43,1,1,0,1,0,0,1,0,1,1,1,3,71.9,3173.35,1
191,0,0,1,0,6,1,0,1,0,1,1,0,0,1,0,1,0,91.0,531.0,1
192,1,0,1,1,69,1,0,2,0,0,0,0,0,0,2,0,2,19.75,1375.4,0
193,1,0,1,1,72,1,1,1,1,1,1,0,1,0,2,0,3,109.7,8129.3,0
194,0,0,1,1,59,1,0,2,0,0,0,0,0,0,2,0,3,19.3,1192.7,0
195,1,0,1,0,20,1,0,1,1,1,0,1,1,1,0,1,0,96.55,1901.65,1
196,0,0,1,1,24,1,1,2,0,0,0,0,0,1,2,1,2,24.1,587.4,1
197,0,0,0,0,59,1,1,1,0,1,1,1,1,1,0,1,0,111.35,6519.75,1
198,0,0,1,1,72,1,1,1,0,1,1,1,1,1,2,1,2,112.25,8041.65,1
199,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,1,20.75,20.75,0
200,1,0,1,0,27,1,0,1,1,0,0,1,1,1,1,1,3,101.9,2681.15,1
201,1,0,0,0,14,1,0,1,0,1,0,1,0,1,0,1,3,80.05,1112.3,1
202,0,0,1,1,71,1,1,1,1,0,1,0,1,0,2,0,0,105.55,7405.5,0
203,0,0,0,1,13,1,0,1,0,0,0,0,1,1,0,1,3,78.3,1033.95,1
204,0,0,0,0,44,1,0,1,0,0,0,0,0,0,0,0,3,68.85,2958.95,0
205,1,0,0,0,33,1,0,1,0,1,0,1,0,1,1,1,2,79.95,2684.85,1
206,0,0,1,1,72,0,0,0,1,1,1,1,0,1,2,1,3,55.45,4179.2,1
207,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,79.9,79.9,0
208,1,0,0,0,19,1,0,1,1,0,1,1,1,1,0,1,0,106.6,1934.45,1
209,0,0,1,0,64,1,0,1,0,1,1,1,1,1,1,1,3,102.45,6654.1,1
210,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,3,46.0,84.5,1
211,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.25,25.25,0
212,0,0,0,1,61,1,0,2,0,0,0,0,0,0,2,0,1,19.75,1124.2,0
213,1,0,1,1,29,1,0,2,0,0,0,0,0,0,1,0,0,20.0,540.05,0
214,0,1,1,0,23,1,1,1,0,0,0,0,0,0,0,0,0,86.8,1975.85,0
215,1,0,1,0,57,0,0,0,1,1,1,0,1,1,0,1,2,58.75,3437.45,1
216,0,0,1,1,72,0,0,0,1,1,1,1,0,0,2,0,3,45.25,3139.8,0
217,0,0,1,0,66,0,0,0,1,1,1,1,1,1,2,1,2,56.6,3789.2,1
218,0,0,1,1,65,1,1,0,0,1,1,1,1,1,2,1,2,84.2,5324.5,1
219,1,0,0,0,8,1,0,1,0,0,0,0,1,1,0,1,2,80.0,624.6,1
220,1,0,0,0,4,1,0,1,0,0,0,0,0,1,0,1,0,70.15,268.35,1
221,1,0,1,0,71,1,1,2,0,0,0,0,0,0,2,0,2,24.75,1836.9,0
222,0,0,1,1,1,1,0,2,0,0,0,0,0,1,1,1,0,20.2,20.2,1
223,0,0,1,0,4,1,0,0,0,0,0,1,0,0,0,0,1,50.05,179.35,0
224,1,0,0,0,12,1,0,2,0,0,0,0,0,1,1,1,2,19.35,219.35,1
225,0,0,0,0,24,0,0,0,1,0,0,0,1,1,1,1,1,50.6,1288.75,1
226,1,0,1,1,31,1,0,0,1,0,1,1,1,1,1,1,1,81.15,2545.75,1
227,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,55.2,55.2,0
228,0,0,0,0,30,1,1,1,0,0,0,1,0,1,0,1,3,89.9,2723.15,1
229,1,0,1,1,47,1,1,0,1,1,0,1,1,1,2,1,3,85.3,4107.25,1
230,0,0,0,0,54,1,1,1,1,1,0,1,1,1,2,1,3,108.0,5760.65,1
231,0,0,0,0,50,1,0,1,1,1,0,1,0,1,0,1,3,93.5,4747.5,1
232,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,84.6,84.6,1
233,1,0,0,0,72,1,0,2,0,0,0,0,0,0,2,0,3,20.25,1566.9,0
234,1,0,0,0,29,1,1,2,0,0,0,0,0,0,0,0,0,25.15,702.0,0
235,0,0,0,0,2,1,1,0,0,1,0,0,0,1,0,1,1,54.4,114.1,1
236,1,0,0,0,10,0,0,0,0,0,0,1,0,1,2,1,1,29.6,299.05,1
237,0,0,1,0,18,1,1,1,0,0,0,0,0,1,0,1,0,73.15,1305.95,1
238,1,1,0,0,11,1,0,1,0,1,0,0,1,1,0,1,0,95.0,1120.3,1
239,0,0,0,0,16,1,0,2,0,0,0,0,0,0,2,0,1,19.75,284.35,0
240,1,0,0,0,72,1,1,0,0,1,1,1,1,0,2,0,2,86.6,6350.5,0
241,0,0,0,0,72,1,1,1,0,1,1,1,1,0,2,0,2,109.2,7878.3,0
242,1,0,1,1,41,1,0,0,1,0,0,1,1,1,1,1,3,74.7,3187.65,1
243,1,1,1,0,65,1,0,1,1,1,1,0,0,0,0,0,0,94.4,6126.15,0
244,1,1,0,0,13,1,0,0,0,1,1,0,0,1,0,1,0,54.8,731.3,1
245,0,1,0,0,4,1,0,1,1,0,0,0,0,0,0,0,0,75.35,273.4,0
246,0,0,0,0,41,1,1,0,0,0,1,0,0,0,1,0,1,65.0,2531.8,0
247,0,1,0,0,15,1,0,1,0,1,0,0,0,1,0,1,0,74.4,1074.3,1
248,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,48.55,48.55,1
249,0,0,0,0,42,1,1,1,1,1,1,0,0,1,1,1,0,99.0,4298.45,1
250,1,0,1,0,51,1,0,1,1,1,1,0,1,1,1,1,0,93.5,4619.55,1
251,1,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,70.4,147.15,0
252,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,40.2,40.2,0
253,0,0,0,1,32,1,1,0,0,1,1,1,1,0,1,0,3,83.7,2633.3,0
254,0,0,0,0,10,1,0,2,0,0,0,0,0,1,0,1,1,19.85,193.05,1
255,1,0,1,1,67,0,0,0,0,1,1,1,1,1,2,1,0,59.55,4103.9,1
256,1,0,1,1,61,1,1,1,1,1,1,1,1,0,2,0,3,115.1,7008.15,0
257,0,0,0,0,50,1,1,1,1,1,1,1,1,0,1,0,3,114.35,5791.1,0
258,1,0,1,0,2,1,0,0,0,0,0,0,0,1,0,1,3,44.6,80.55,1
259,1,1,1,0,29,0,0,0,1,0,1,0,0,1,0,1,0,45.0,1228.65,1
260,0,1,0,0,3,0,0,0,0,0,1,0,0,1,0,1,0,41.15,132.2,1
261,0,1,0,0,13,1,1,1,0,1,1,0,1,1,0,1,0,106.9,1364.3,1
262,0,1,1,0,57,1,1,1,0,1,0,0,0,1,0,1,0,89.85,4925.35,1
263,1,0,0,0,31,0,0,0,1,1,0,1,0,1,2,1,2,49.85,1520.1,1
264,1,0,1,0,45,1,1,1,1,1,1,1,1,0,1,0,1,113.3,5032.25,0
265,1,0,1,1,61,1,1,0,1,1,1,1,1,0,2,0,1,88.1,5526.75,0
266,0,0,0,0,50,1,1,2,0,0,0,0,0,0,2,0,2,24.9,1195.25,0
267,1,1,0,0,19,1,0,1,1,1,0,1,1,1,0,1,1,105.0,2007.25,1
268,0,0,0,0,59,1,0,2,0,0,0,0,0,0,2,0,1,19.35,1099.6,0
269,1,0,1,0,71,1,1,2,0,0,0,0,0,1,2,1,3,24.25,1732.95,1
270,1,1,0,0,16,1,0,1,0,0,0,1,1,1,0,1,0,94.45,1511.2,1
271,0,0,1,0,57,1,0,0,1,1,0,1,0,1,2,1,0,59.75,3450.15,1
272,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,24.8,24.8,0
273,0,1,1,0,20,1,1,1,0,1,0,1,1,0,0,0,0,107.05,2172.05,0
274,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,70.6,70.6,0
275,0,0,1,0,5,1,1,1,0,1,0,1,0,1,0,1,0,85.4,401.1,1
276,1,0,1,0,52,1,1,1,0,1,1,0,1,1,0,1,0,105.05,5624.85,1
277,0,1,1,0,21,1,0,0,1,1,0,0,0,1,0,1,2,64.95,1339.8,1
278,0,0,0,0,14,0,0,0,0,0,1,1,1,1,0,1,0,55.0,771.95,1
279,1,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,2,50.55,244.75,0
280,1,0,0,0,6,1,0,0,1,1,0,0,0,0,0,0,1,55.15,322.9,0
281,1,0,0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,51.2,498.25,0
282,1,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,1,25.4,25.4,0
283,1,0,0,0,68,1,1,0,1,0,0,0,0,0,0,0,1,54.45,3687.75,0
284,0,0,1,1,18,1,0,1,0,0,1,0,1,0,0,0,1,95.15,1779.95,0
285,1,0,0,0,22,1,1,1,0,0,0,0,0,1,1,1,3,76.0,1783.6,1
286,1,0,0,0,20,1,0,0,0,0,0,0,0,1,0,1,0,44.35,927.15,1
287,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,70.0,70.0,0
288,0,1,0,0,8,1,0,1,0,1,0,0,0,1,0,1,0,74.5,606.55,1
289,0,0,0,0,10,1,0,0,0,0,0,0,0,1,0,1,3,44.85,435.4,1
290,0,1,0,0,24,1,1,1,0,0,0,0,0,1,0,1,0,76.1,1712.7,1
291,0,0,0,0,35,1,0,0,1,1,1,0,0,0,1,0,1,61.2,2021.2,0
292,0,0,1,1,23,1,0,1,0,1,1,1,0,0,1,0,1,86.8,1940.8,0
293,1,1,0,0,6,1,0,1,0,0,0,0,1,1,0,1,0,89.35,567.8,1
