,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
22,0.0,0.0,0.0,0.0,-1.2801570035428302,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,-1.4840207055686072,-0.9984026086167475,1
23,1.0,0.0,1.0,0.0,1.0420836520933234,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,2,1,3,-0.16280703460036977,0.5390043211694305,0
24,0.0,0.0,1.0,1.0,0.675414074887615,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,3,-0.17277845853220544,0.30307404209809585,0
25,1.0,0.0,0.0,0.0,-0.0986661436577696,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,1,2,-0.31570220155518475,-0.332058386434067,0
26,0.0,0.0,1.0,1.0,0.5939319466196796,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,1,0,1,0,1.1484352124360317,1.087824559910444,1
27,0.0,0.0,1.0,1.0,-1.2801570035428302,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,-1.1499780038521092,-0.9939689898720451,1
28,0.0,0.0,1.0,0.0,1.6124585499688697,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,2,1,3,0.8459686865036807,1.8026297790190522,0
29,1.0,0.0,0.0,1.0,-0.6282999773993485,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,1,-0.0032642516909975553,-0.5250641775591772,1
30,1.0,1.0,1.0,0.0,1.5717174858349023,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0,2,1,3,1.0487209731176743,1.9779893263841521,0
31,0.0,1.0,1.0,0.0,-1.2394159394088626,1.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,1,0,1,3,1.0204686053108065,-0.9271558994357068,0
32,1.0,0.0,1.0,1.0,-0.22088933605967248,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,1,0,1,0.04493096397954202,-0.18036686351208028,0
33,0.0,0.0,0.0,0.0,-1.2801570035428302,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,-1.4823588015799678,-0.9983805508120476,0
34,0.0,1.0,0.0,0.0,-1.2801570035428302,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,-0.6497449032716824,-0.9873295906573412,0
35,1.0,0.0,1.0,1.0,1.6124585499688697,1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,0,2,0,2,1.1667161563110644,2.191839742950774,0
36,0.0,0.0,0.0,0.0,-1.1171927470069598,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.1629261471729317,-0.8674895377221726,1
37,1.0,0.0,0.0,0.0,0.5531908824857119,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0,0,1,3,0.33244035401413935,0.5580622644302415,0
38,0.0,0.0,0.0,0.0,0.06429811287810074,1.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,1,0,1,0,1.3811017708455327,0.5584813627195416,1
39,1.0,0.0,0.0,0.0,-0.8727463622031542,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,1,0,1,2,1.0985780927768531,-0.519637957602974,1
40,0.0,0.0,1.0,1.0,-0.9134874263371218,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,-0.5068211602487034,-0.7974339499949327,0
41,1.0,0.0,1.0,1.0,1.5309764217009345,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,2,1,3,0.14630710728653876,1.1421749906912753,0
42,1.0,0.0,1.0,1.0,-0.6282999773993485,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,-1.4640778577049356,-0.8227783675952471,0
43,1.0,0.0,0.0,0.0,1.2457889727631613,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,2,1,3,0.5002926568667078,1.137366389266672,0
44,1.0,0.0,1.0,0.0,-0.7912642339352188,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,1,0,0.3789736656960397,-0.5743192554543053,0
45,1.0,0.0,0.0,0.0,0.675414074887615,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.6548497278101622,0.7161726085199317,0
46,0.0,0.0,0.0,0.0,-1.2394159394088626,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,-0.516792584180539,-0.9644997627928281,0
47,1.0,0.0,0.0,0.0,-1.2394159394088626,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0.5268831206849368,-0.9436992529607162,1
48,0.0,0.0,0.0,0.0,0.7976372672895177,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1,2,1,3,0.4969688488894294,0.8534162693634102,0
49,1.0,0.0,1.0,1.0,1.4902353575669671,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0,2,1,3,-0.021545195566029678,0.8694302355756194,0
50,1.0,1.0,0.0,0.0,0.4309676900838092,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0,0,1,0,0.8459686865036807,0.6861960519326146,0
51,1.0,0.0,0.0,0.0,-0.7097821056672837,1.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0,1,0,1,3,1.1401256924928354,-0.37802685142889314,1
52,1.0,1.0,1.0,0.0,-0.3023714643276077,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,1,3,0.15627853121837443,-0.23409967576131094,0
53,1.0,1.0,1.0,0.0,-0.994969554605057,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0,0,1,3,0.5268831206849368,-0.727907749580493,1
54,1.0,1.0,1.0,1.0,1.1235657803612586,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1,1,3,0.33410225800277854,0.9586540555871703,0
55,0.0,1.0,0.0,0.0,-0.5875589132653809,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1,0,1,0,1.0188067013221673,-0.23414379137071104,1
56,1.0,0.0,1.0,1.0,1.2457889727631613,1.0,1.0,0.5,1.0,0.0,0.0,0.0,1.0,1,1,1,3,1.158406636367868,1.7769324365435375,0
57,0.0,1.0,1.0,1.0,1.368012165165064,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1,1,1,0,1.4509017383683833,2.1144830218678305,0
58,1.0,0.0,1.0,1.0,0.06429811287810074,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2,0,3,-1.3244779226592351,-0.6127660090464273,0
59,1.0,0.0,0.0,0.0,1.6124585499688697,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1,2,1,3,1.4193255625842367,2.4574157115389257,0
60,1.0,0.0,1.0,0.0,0.5939319466196796,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,1,0,1,0,1.1866590041747358,1.0692739461577336,0
61,0.0,0.0,0.0,0.0,1.1235657803612586,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0,0,1,2,0.834335358583206,1.3973176176563207,0
62,0.0,0.0,1.0,0.0,1.6124585499688697,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,2,0,2,-0.7544448545559578,0.2994124465178937,0
63,1.0,0.0,1.0,1.0,-0.5875589132653809,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,1,3,-0.34561647335069196,-0.5850614063432115,0
64,1.0,0.0,0.0,0.0,-0.9542284904710894,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0.9839067175607422,-0.6291108423291366,1
65,1.0,0.0,0.0,0.0,-1.198674875274895,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1,0,1,0,0.34905939390053226,-0.8996057013653911,0
66,0.0,0.0,1.0,0.0,0.5939319466196796,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0,1,1,0,0.4687164810825616,0.603082243822967,0
67,1.0,0.0,0.0,0.0,-0.05792507952380198,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,2,0,1,0.47868790501439723,0.09436309402657653,0
68,1.0,0.0,1.0,1.0,0.7161551390215823,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2,0,2,-1.4840207055686072,-0.5966196960060179,0
69,0.0,0.0,0.0,0.0,-0.9134874263371218,1.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0,0,1,1,0.5002926568667078,-0.615832043899729,0
70,0.0,0.0,0.0,0.0,-1.2801570035428302,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,-0.5234402001350963,-0.9856531975001401,0
71,1.0,0.0,1.0,1.0,0.7976372672895177,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,-1.4757111856254108,-0.5261450099894778,0
72,0.0,1.0,1.0,1.0,1.2865300368971289,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1,2,1,2,1.5556016896526585,2.1244752073969364,0
73,0.0,0.0,1.0,1.0,1.2050479086291939,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2,1,2,-1.3477445785001851,-0.37882093239809367,0
74,1.0,0.0,0.0,1.0,-1.198674875274895,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,1,2,-0.00991186764555482,-0.9290308128352078,0
75,1.0,1.0,0.0,0.0,0.9606015238253881,1.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,1,1,0,0,1.5190398019025941,1.7011859352036942,0
76,1.0,0.0,0.0,0.0,0.5531908824857119,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,3,-0.30406887363470964,0.17891065944172485,0
77,1.0,0.0,1.0,1.0,-0.994969554605057,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1,-0.3373069534074955,-0.794544377579231,0
78,0.0,1.0,0.0,0.0,-0.0986661436577696,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,0,1,0,0.3307784500255001,-0.07587904264812055,0
79,1.0,0.0,1.0,1.0,0.5124498183517444,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,1,3,-1.2929017468750885,-0.4705813999501461,0
80,1.0,0.0,0.0,1.0,-1.2801570035428302,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0.48367361698031486,-0.9722861678519327,1
81,1.0,0.0,1.0,1.0,-0.8727463622031542,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0,0,-0.4735830804759175,-0.7578843061678102,0
82,1.0,0.0,1.0,0.0,-1.0357106187390246,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0,0,1,2,0.3440736819346147,-0.7880814408021274,1
83,1.0,0.0,0.0,0.0,0.3902266259498417,1.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1,0,1,2,1.296344667424929,0.9018110928752378,0
84,1.0,0.0,1.0,0.0,0.675414074887615,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2,1,2,-1.4840207055686072,-0.5778926198157074,0
85,0.0,0.0,0.0,0.0,-0.9542284904710894,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,1,0,1,3,1.1467733084473926,-0.6019797425481211,0
86,1.0,0.0,1.0,0.0,0.10503917701206836,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,1,2,-0.08802135511160161,-0.029932635457994464,0
87,1.0,0.0,1.0,1.0,0.6346730107536471,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2,0,2,-1.4674016656822144,-0.5409899125525862,0
88,1.0,0.0,1.0,1.0,0.5531908824857119,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2,1,1,-1.4906683215231642,-0.5982960891632191,0
89,0.0,0.0,1.0,0.0,-0.13940720779173724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,-1.0319828206587196,-0.5620551160410983,0
90,0.0,0.0,1.0,1.0,-0.0986661436577696,1.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0,0,0,2,0.5734164323668367,0.12656748888859493,0
91,0.0,1.0,0.0,0.0,-1.2801570035428302,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0.3291165460368609,-0.9743375436890338,0
92,0.0,0.0,1.0,1.0,1.368012165165064,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,2,1,1,0.6382306879237692,1.513584306230087,0
93,1.0,0.0,0.0,0.0,1.3272711010310967,1.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,1,0,1,3,1.5373207457776263,2.1280044561489384,0
94,0.0,0.0,0.0,0.0,1.6124585499688697,1.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,1,2,1,2,1.1999542360838502,2.2833134590417266,0
95,1.0,0.0,0.0,0.0,-0.8320052980691867,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0.4703783850712008,-0.598185800139719,1
96,0.0,0.0,1.0,1.0,1.5717174858349023,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,1,1,3,0.06819761982049173,1.0876260396681439,0
97,0.0,0.0,0.0,0.0,-1.1171927470069598,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,-1.4541064337731,-0.9570662826089239,1
98,0.0,0.0,0.0,0.0,0.7976372672895177,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2,0,2,-1.4557683377617392,-0.5188438766337736,0
99,1.0,1.0,1.0,0.0,-0.3023714643276077,1.0,0.0,0.5,0.0,1.0,1.0,0.0,1.0,1,0,1,0,1.120182844629164,0.10199509445278096,1
100,0.0,0.0,0.0,0.0,-1.2801570035428302,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,-1.4823588015799678,-0.9983805508120476,0
101,1.0,0.0,1.0,1.0,-1.2801570035428302,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-1.5072873614095572,-0.9987114178825478,0
102,0.0,0.0,0.0,0.0,0.22726236941397124,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0,1,0,2,1.0038495654244135,0.5833405086164558,0
103,1.0,1.0,1.0,0.0,1.368012165165064,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,1,0,2,-0.6397734793398467,0.3281978816514102,0
104,0.0,0.0,1.0,0.0,1.4494942934329993,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1,2,1,2,1.5024207620162013,2.350722110204966,1
105,0.0,0.0,0.0,0.0,-1.1171927470069598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,-1.346082674511546,-0.9630880632920275,0
106,1.0,0.0,1.0,1.0,1.6124585499688697,1.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,1,1,1,0,1.3079779953454043,2.2144931083776873,0
107,1.0,0.0,0.0,0.0,-0.017184015389834516,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,1,-1.1516399078407487,-0.5980534533115188,0
108,0.0,0.0,0.0,0.0,0.4309676900838092,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1,1,0,1,0.9822448135721026,0.7226134874923354,0
109,0.0,0.0,1.0,1.0,1.6124585499688697,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2,0,3,-1.5089492653981966,-0.4058858587650091,0
110,0.0,0.0,1.0,0.0,0.9198604596914204,1.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,0,0,1,0,1.0620162050267887,1.3038807569470672,1
111,1.0,0.0,0.0,0.0,0.7976372672895177,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,1,0,3,-0.22762129015730204,0.3348152230614139,0
112,1.0,0.0,0.0,0.0,0.4309676900838092,1.0,0.0,0.5,0.0,1.0,1.0,0.0,1.0,0,0,1,0,0.8925019981855812,0.7370834073755437,0
113,1.0,1.0,1.0,0.0,0.18652130528000344,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.3889450896278754,0.2580099470959701,1
114,1.0,0.0,1.0,1.0,1.2865300368971289,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1,2,1,0,-0.3389688573961347,0.50300598389901,0
115,0.0,0.0,1.0,1.0,-1.198674875274895,1.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0,0,0,0,0,0.8326734545945662,-0.8977087301611899,0
116,1.0,0.0,0.0,0.0,0.145780241146036,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,2,0,2,-1.1217256360452414,-0.5103957374336688,0
117,1.0,0.0,1.0,1.0,-0.9134874263371218,1.0,1.0,0.5,1.0,0.0,0.0,0.0,1.0,1,0,1,0,1.1783494842315392,-0.5376150684334843,1
118,1.0,0.0,0.0,0.0,0.3494855618158739,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2,0,1,-1.4674016656822144,-0.6388603920065421,0
119,0.0,0.0,1.0,1.0,-0.22088933605967248,1.0,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0,0,1,3,0.6781163836511124,-0.05810045205991051,0
120,1.0,0.0,1.0,1.0,0.9606015238253881,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,1,1,1,3,1.1633923483337856,1.425882474742837,0
121,1.0,0.0,0.0,0.0,-1.0764516828729922,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,-1.4657397616935748,-0.9575515543123242,0
122,0.0,0.0,0.0,0.0,-1.198674875274895,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.31914512210502527,-0.9060245225330946,1
123,1.0,0.0,1.0,1.0,-1.0357106187390246,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,-0.46859736850999945,-0.8527328663778644,0
124,1.0,0.0,1.0,1.0,-1.1579338111409274,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,-1.460754049727657,-0.9795431855982367,0
125,0.0,0.0,0.0,0.0,0.02355704874413311,1.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,0,2,1,0,0.8027591827990592,0.3283743440890103,0
126,1.0,1.0,0.0,0.0,-0.22088933605967248,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0.44046411327569335,-0.06520306517331453,1
127,0.0,0.0,1.0,0.0,1.6124585499688697,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2,1,2,-1.3710112343411354,-0.2467608556591182,0
128,0.0,0.0,0.0,0.0,-1.2801570035428302,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,-1.4973159374777216,-0.9985790710543476,0
129,0.0,1.0,0.0,0.0,1.5717174858349023,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,1,0,-0.2774784098164808,0.7508695353130515,0
130,1.0,0.0,0.0,0.0,-0.7912642339352188,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.7030449434807017,-0.47100049823944623,0
131,1.0,0.0,1.0,1.0,-0.3023714643276077,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1,0,1,3,-0.20601653830499128,-0.34438869926137394,1
132,0.0,0.0,0.0,0.0,1.408753229299032,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,2,0,2,-0.4735830804759175,0.43092107813936875,0
133,0.0,0.0,0.0,0.0,-1.2801570035428302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,-0.9754780850449837,-0.9916529203785437,1
134,0.0,0.0,0.0,0.0,-1.2394159394088626,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-0.6796591750671896,-0.971447971273332,1
135,1.0,0.0,0.0,0.0,0.4309676900838092,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2,1,3,-1.2995493628296457,-0.4831102330197532,0
136,1.0,0.0,0.0,0.0,-0.38385359259554297,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0,0,1,2,0.3390879699686966,-0.22269579073140447,0
137,1.0,0.0,1.0,1.0,1.2865300368971289,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2,0,1,-1.4823588015799678,-0.4436047048020306,0
138,0.0,0.0,0.0,1.0,1.0013425879593556,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2,1,1,-1.5023016494436394,-0.4908966380788577,0
139,1.0,1.0,1.0,0.0,-1.2801570035428302,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.18785470700252108,-0.9762124570885349,1
140,1.0,1.0,1.0,1.0,1.6124585499688697,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,2,1,3,0.7728449110035518,1.8274227515018664,0
141,1.0,0.0,0.0,0.0,-0.994969554605057,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0,0,0.21112136284347127,-0.7586342715276105,1
142,1.0,0.0,1.0,0.0,1.164306844495226,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,1,2,1,2,1.2049399480497678,1.626961422388152,0
143,0.0,0.0,0.0,0.0,1.2865300368971289,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0,1,1,3,0.6482021118556048,1.32600473506118,0
144,0.0,1.0,1.0,0.0,1.5717174858349023,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2,0,2,-1.357716002432021,-0.23253357162761007,0
145,1.0,0.0,1.0,1.0,1.3272711010310967,1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,0,2,1,3,1.1384637885041962,1.8234744044605637,0
146,0.0,0.0,0.0,0.0,-1.198674875274895,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,-1.5023016494436394,-0.9802269775439372,0
147,0.0,0.0,0.0,0.0,-1.2801570035428302,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,-0.6364496713625681,-0.987153128219741,1
148,0.0,0.0,0.0,1.0,-0.0986661436577696,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,1,0,3,-0.00991186764555482,-0.1558827002950663,0
149,0.0,0.0,1.0,1.0,-0.7097821056672837,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1,0,1,1,0.15627853121837443,-0.5346372647989825,0
150,1.0,0.0,1.0,1.0,-0.994969554605057,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1,0,0.12470235543422777,-0.7583254622618104,0
151,0.0,0.0,0.0,0.0,-1.0357106187390246,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1,0,0,1,1.0038495654244135,-0.7181140842936874,1
152,1.0,0.0,1.0,1.0,1.5309764217009345,1.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,1,1,1,3,1.4409303144365477,2.4913185573628454,0
153,0.0,0.0,1.0,1.0,1.2050479086291939,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1,2,0,0,0.7080306554466194,1.2934474153239615,0
154,1.0,0.0,1.0,1.0,-1.0764516828729922,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,-1.4989778414663608,-0.957220687241824,0
